customer_tweet_id,customer_text,golden_intent
300504,I never expected @115821 @115850 for such a cheap behaviour. Order a product few days ago but they cancelled.  #AmazonGreatIndianFestival,return_cancellation
114377,@AmazonHelp No because I only found out now as I had to manually track the delivery. If I'd have been made aware this morning I could easily have provided an alternative delivery address.,delivery_missing
249080,.@120533 Donc ça coûte toujours plus cher d'acheter un livre pour Kindle que de se le faire livrer en version papier? 🤦🏻‍♂️ https://t.co/lSIhDKU9j5,prime_video_digital
204974,アマゾンで頼んでたやつ来た https://t.co/TkHJ2rQIZ7,general_other
319501,@AmazonHelp I have already done that before. I did it again.,general_other
11064,"@AmazonHelp it was doing this a few days ago and a factory reset dixednit, for two days. A hard reboot did not resolve.",technical_device
130783,Amazon keeps fucking cancelling my order. Doesn’t even tell me why,return_cancellation
291743,"@AmazonHelp The seller had asked us to return a product that was broken in transit, once it was shipped he stopped replying to emails",return_cancellation
264753,Dear @115850 Thank u 4 ur pathetic service delivery &amp; customer experience. Don't fool customer on the name of Prime &amp;1 day delivery.,complaint_service
108288,.@6325 not sure why my @115821 account always seems to get disconnected. What’s up?,account_prime
206738,@AmazonHelp No on both accounts,general_other
318583,@115850 @1560 Tried contacting delivery boy on +91800709912 who is either disconnecting or not answering my calls,complaint_service
284364,"Ay @115821 I got free two day shipping, yet my package won't arrive for 6 days...",delivery_missing
77397,"@AmazonHelp Impossível escolher um só hahahahaha. Dumbledore, Snape, Rony, Hermione, Harry, Siriús, Voldemort, Minerva, Chapéu seletor, Dobby que reina em meu coração, Belatriz... Impossível escolher apenas um kkkkk.",general_other
294274,@AmazonHelp Amazon still sleeping. Our problem unresolved. We r robbed of 38999 rs. by Amazon and despite repeated reminders no action,complaint_service
267297,"Still trying to get #BPG: In Spades up on @117634, but it seems not to take for some reason.😡
Last time I try b4 I erase it&amp;
..",general_other
65763,@AmazonHelp @117634 why does the refurbished black kindle not ship to Northern Ireland but it’s the white one does?!🤷🏻‍♀️😐,product_seller
275524,@AmazonHelp Everything is filled from our side. Please confirm replacement of product by today EOD.,return_cancellation
130836,"@AmazonHelp @115850 @115821 @7507 Full of fake commitment of amazon, they do not respect there customer",complaint_service
319789,Added 6K in amazonpay(Order#171-0522333-2740368).I used partially.I requested to return in my account.But not returning @115850 help me,return_cancellation
30496,"Someone opened my amazon package, and retaped it. I don't know if it was the delivery driver or someone in the neighborhood",delivery_missing
123420,うわぁ…携帯のショートメールでAmazonの会員登録料未納です、とかいう迷惑メール来た。。。Amazonはいつもお知らせはちゃんとメールなのにイキナリそんな重要なお知らせショートメールで来るわけないのに。。しかも支払いカード払いだし。。すごい詐欺してるなぁ,general_other
285619,@AmazonHelp It’s been more than 1 week. Still no issue resolve. I believe it’s Better to get in touch with call rather to explain the thing on mail.,complaint_service
317626,@AmazonHelp have ordered one plus 3t from Amazon sale on no cost emi. Now bank is charging amount with interest. What is the benefit of it?,refund_payment
249915,@AmazonHelp Sent my details a while back.. nobody has contacted me yet..😐,complaint_service
205100,@AmazonHelp Still can't understand what my Prime membership is for if I have to wait 5 days for an order.,delivery_missing
16784,"@AmazonHelp That's what m doing n u making me believe more that refund policy by Amazon in India is really poor..!
Ur seller is even not taking calls nw",refund_payment
108195,"@115830 Hi, I’ve received a parcel today, signed for by a neighbour who I don’t know, the box is like this. Items missing, can you help? https://t.co/vTNWpowLm7",delivery_missing
321107,"Ich muss an dieser Stelle einmal anmerken, wie schlecht die Benutzeroberfläche vom @AmazonHelp-Fire-TV-Stick seit dem Update neulich ist. 😤",technical_device
162148,@AmazonHelp Why????????? https://t.co/IOYs2m3upb,general_other
179704,@AmazonHelp needful done.. and believe me Amazon services has been Degraded as compare to @118702 @115850,complaint_service
135011,読めるか不安で迷っていたけど、結局Amazonでポチ。届きました(^.^)仕事で疲れてバテバテだったけど楽しみができた！ https://t.co/T7cWt1WxcC,general_other
50786,@120533 @AmazonHelp va t-on recevoir notre exemplaire de #CODWWII des demain s'il vous plait ? https://t.co/YhguKdkxyQ,delivery_missing
236147,"@120540 Ciao, ho annullato un ordine in quanto tempo riceverò il rimborso sulla mia carta di credito",refund_payment
136236,5th Day still not responce from @115821.. and @AmazonHelp #Twitter handle is useless less.. #Amazon hired them just frwd links.. not for help.. https://t.co/y5E9DBplTg,complaint_service
224606,"Wow, @115821 Canada just billed me (again) for an order that I had paid for in August and received in Sept. #WTF #CustomerService",refund_payment
232861,@115821 amazon is cheating with their prime customers,complaint_service
137158,"@115830 despite pre-ordering weeks in advance, my prime order is now 2 days overdue?",order_preorder
75966,@AmazonHelp 確認したら、娘のスマホでプライム会員になってました。でも、会員に登録した事ないそうです。とりあえず、解約出来きました。ありがとうございます。,account_prime
105115,"@AmazonHelp  You guys sucks, you have the worst support ever.",complaint_service
180439,@AmazonHelp second failed delivery - building is a business - driver didn’t attempt today - will there be an issue delivering??,delivery_missing
74557,一生さんもキスマイもすごい露出で全然追いつけてない…ていうかAmazonから荷物届かないしょぼーーーん！,delivery_missing
180834,@AmazonHelp but is the resolution ??? only sorry ????? writing 1000 time giving all evidence and finally one-word sorry WTF @115851,complaint_service
